link_permanente,tipo_de_publicação,impressões,alcance,compartilhamentos,seguimentos,curtidas,comentários,salvamentos,data,horario
https://www.instagram.com/p/CneoZtxrdVC/,Carrossel do Instagram,9750,7657,67,14,461,0,94,2023-01-16,06:01:00
https://www.instagram.com/p/CnhUJm1u2kT/,Imagem do Instagram,15908,14700,52,3,855,7,26,2023-01-17,07:01:00
https://www.instagram.com/p/CnhorTQO_7u/,Imagem do Instagram,39172,35286,552,30,4044,149,117,2023-01-17,10:01:00
https://www.instagram.com/p/CnkbMaDMhMp/,Carrossel do Instagram,39271,32322,561,29,2091,22,465,2023-01-18,12:01:00
https://www.instagram.com/p/CnmWyO-snyV/,Carrossel do Instagram,38482,30664,575,7,2329,27,125,2023-01-19,06:01:00
https://www.instagram.com/p/Cno7lg2Na50/,Imagem do Instagram,18941,17683,187,2,1097,5,91,2023-01-20,06:01:00
https://www.instagram.com/p/CnrgYM0Llu9/,Carrossel do Instagram,12251,10155,37,0,488,2,64,2023-01-21,06:01:00
https://www.instagram.com/p/CnsJkdELqCT/,Carrossel do Instagram,23253,17294,279,6,1217,7,119,2023-01-21,12:01:00
https://www.instagram.com/p/CnugoxEMD9M/,Carrossel do Instagram,19401,15029,607,9,1748,0,154,2023-01-22,10:01:00
https://www.instagram.com/p/CnxTKY7sICI/,Carrossel do Instagram,20698,17308,111,26,1572,8,243,2023-01-23,12:01:00
https://www.instagram.com/p/CnzOwsvMlyg/,Carrossel do Instagram,51860,41310,362,16,2811,29,681,2023-01-24,06:01:00
https://www.instagram.com/p/Cn1zkFwpGPR/,Carrossel do Instagram,11954,10058,80,2,381,0,123,2023-01-25,06:01:00
https://www.instagram.com/p/Cn4YWV6Jm7t/,Imagem do Instagram,4820,4408,17,1,189,0,16,2023-01-26,06:01:00
https://www.instagram.com/p/Cn5BVyQPxdj/,Carrossel do Instagram,46367,37297,356,7,2831,54,284,2023-01-26,11:01:00
https://www.instagram.com/p/Cn69KfntenZ/,Carrossel do Instagram,32776,24168,929,9,2164,12,248,2023-01-27,06:01:00
https://www.instagram.com/p/Cn9h8j9r1Jl/,Carrossel do Instagram,33974,27636,461,19,2892,32,217,2023-01-28,06:01:00
https://www.instagram.com/p/Cn-LIpOPuMI/,Carrossel do Instagram,39355,31440,252,71,1598,21,151,2023-01-28,12:01:00
https://www.instagram.com/p/CoAiMmDrLG9/,Carrossel do Instagram,27442,20451,1049,11,2042,10,176,2023-01-29,10:01:00
https://www.instagram.com/p/CoCrh77LeKm/,Imagem do Instagram,21177,19043,294,4,1031,6,127,2023-01-30,06:01:00
https://www.instagram.com/p/CoF5h7kq3nF/,Carrossel do Instagram,12883,10235,46,1,375,18,62,2023-01-31,12:01:00
https://www.instagram.com/p/CoH1H09MdwQ/,Carrossel do Instagram,41131,33568,432,74,1557,7,266,2023-02-01,06:02:00
https://www.instagram.com/p/CoH7_UChcLH/,Carrossel do Instagram,25340,19156,286,23,992,9,100,2023-02-01,07:02:00
https://www.instagram.com/p/CoIeUobt-f8/,Carrossel do Instagram,37469,29436,408,7,2050,14,386,2023-02-01,12:02:00
https://www.instagram.com/p/CoKZ6ZWsnU5/,Imagem do Instagram,25339,22887,497,10,1500,1,169,2023-02-02,06:02:00
https://www.instagram.com/p/CoM-tZBLcMM/,Imagem do Instagram,28874,26662,620,7,1261,4,290,2023-02-03,06:02:00
https://www.instagram.com/p/CoPjgqws2Mz/,Carrossel do Instagram,23491,17658,288,15,1383,12,229,2023-02-04,06:02:00
https://www.instagram.com/p/CoSjw3Ds_dH/,Carrossel do Instagram,28993,22173,890,12,2494,9,216,2023-02-05,10:02:00
https://www.instagram.com/reel/CoXGOucDVAF/,Vídeo do Instagram,7762,6936,13,0,155,3,25,2023-02-07,04:02:00
https://www.instagram.com/p/CoX7KxZsp1d/,Carrossel do Instagram,58253,46363,611,63,3737,41,421,2023-02-07,12:02:00
https://www.instagram.com/p/CoZ2sQRPnRB/,Imagem do Instagram,6417,5881,18,0,197,2,9,2023-02-08,06:02:00
https://www.instagram.com/p/CofpeFAr8L0/,Imagem do Instagram,15697,14234,124,1,639,2,94,2023-02-10,12:02:00
https://www.instagram.com/p/CoheNbTr3I1/,Carrossel do Instagram,13480,10920,47,0,579,8,36,2023-02-11,05:02:00
https://www.instagram.com/reel/CokKRn1jy2O/,Vídeo do Instagram,39324,36619,1064,8,2696,50,363,2023-02-12,06:02:00
https://www.instagram.com/p/CokzELPoOWX/,Carrossel do Instagram,21265,16113,651,14,2275,5,265,2023-02-12,12:02:00
https://www.instagram.com/reel/CongZUdDF58/,Vídeo do Instagram,12049,10855,28,2,486,12,31,2023-02-13,13:02:00
https://www.instagram.com/p/CopUIW_uMB7/,Carrossel do Instagram,16312,13100,229,9,1003,20,317,2023-02-14,06:02:00
https://www.instagram.com/reel/Cosf4zWDuq7/,Vídeo do Instagram,28054,25796,99,1,1087,16,57,2023-02-15,11:02:00
https://www.instagram.com/p/CovGKBDOAQ-/,Carrossel do Instagram,13392,10763,42,1,469,1,25,2023-02-16,11:02:00
https://www.instagram.com/p/CoxB2LYPpLQ/,Carrossel do Instagram,10542,8560,143,0,481,0,56,2023-02-17,06:02:00
https://www.instagram.com/p/CoxsOxvOkIn/,Carrossel do Instagram,19743,15773,354,16,1086,5,466,2023-02-17,12:02:00
https://www.instagram.com/p/Cox_pB5NQRm/,Carrossel do Instagram,4643,3601,5,0,59,3,2,2023-02-17,15:02:00
https://www.instagram.com/reel/Co2LlTEjTYX/,Vídeo do Instagram,49362,45885,696,4,2614,46,1377,2023-02-19,06:02:00
https://www.instagram.com/p/Co2m5VuMJOU/,Carrossel do Instagram,26750,20488,701,3,1579,2,160,2023-02-19,10:02:00
https://www.instagram.com/p/Co4ifO3Mura/,Carrossel do Instagram,3977,3023,1,0,34,0,1,2023-02-20,04:02:00
https://www.instagram.com/p/Co7HSRvMKko/,Carrossel do Instagram,8402,7011,10,0,95,4,4,2023-02-21,04:02:00
https://www.instagram.com/p/CpBQCZ8uxT-/,Carrossel do Instagram,25853,21385,213,11,1922,26,182,2023-02-23,13:02:00
https://www.instagram.com/p/CpDDZlOM01B/,Imagem do Instagram,8279,7693,16,1,270,2,15,2023-02-24,06:02:00
https://www.instagram.com/p/CpDzeiRN9mS/,Carrossel do Instagram,21109,17312,74,12,577,4,136,2023-02-24,13:02:00
https://www.instagram.com/p/CpFTmKWMIER/,Carrossel do Instagram,3807,2967,1,0,27,1,1,2023-02-25,03:02:00
https://www.instagram.com/p/CpFoM3nt_lG/,Carrossel do Instagram,8458,6616,14,3,253,4,13,2023-02-25,06:02:00
https://www.instagram.com/p/CpIodkNLVn7/,Carrossel do Instagram,25534,20161,876,7,1963,2,133,2023-02-26,10:02:00
https://www.instagram.com/p/CpK4qUIr_cl/,Carrossel do Instagram,7386,6285,47,4,279,4,27,2023-02-27,07:02:00
https://www.instagram.com/p/CpOZ43IuIDx/,Carrossel do Instagram,24876,21253,696,48,2586,33,204,2023-02-28,15:02:00
https://www.instagram.com/p/CpQCizZtmPR/,Carrossel do Instagram,9548,7774,61,0,429,3,13,2023-03-01,07:03:00
https://www.instagram.com/p/CpQrcpTLp8t/,Carrossel do Instagram,19213,15776,154,12,1114,5,216,2023-03-01,13:03:00
https://www.instagram.com/p/CpSo1BqNfvI/,Carrossel do Instagram,21728,17813,303,17,1549,18,313,2023-03-02,07:03:00
https://www.instagram.com/p/CpVGxEXONC-/,Carrossel do Instagram,46505,36921,428,22,1575,18,249,2023-03-03,06:03:00
https://www.instagram.com/p/CpVPUYou2Bn/,Carrossel do Instagram,19540,15106,222,19,875,0,123,2023-03-03,07:03:00
https://www.instagram.com/reel/CpV6xY7Dzcw/,Vídeo do Instagram,69757,66813,545,24,2852,40,283,2023-03-03,13:03:00
https://www.instagram.com/p/CpXpw_xBCrt/,Carrossel do Instagram,43008,35699,318,14,1990,55,141,2023-03-04,06:03:00
https://www.instagram.com/p/CpaqBklDlqr/,Carrossel do Instagram,40305,31203,1841,50,4039,20,415,2023-03-05,10:03:00
https://www.instagram.com/reel/Cpdu_i_Dt1x/,Vídeo do Instagram,11088,9950,28,1,310,2,50,2023-03-06,14:03:00
https://www.instagram.com/p/CpgINg2OdGT/,Carrossel do Instagram,71217,52310,1951,42,4799,52,1193,2023-03-07,13:03:00
https://www.instagram.com/p/CphsnT4u1Aj/,Carrossel do Instagram,13431,11346,482,11,1059,7,69,2023-03-08,03:03:00
https://www.instagram.com/p/Cpk859ku9CA/,Imagem do Instagram,10271,9488,78,0,665,7,18,2023-03-09,09:03:00
https://www.instagram.com/reel/CplevMIjCRf/,Vídeo do Instagram,9800,8741,33,4,433,3,79,2023-03-09,14:03:00
https://www.instagram.com/p/CpnNZ22L0RY/,Carrossel do Instagram,12270,10154,363,2,709,8,50,2023-03-10,07:03:00
https://www.instagram.com/p/CppnrtkOyBO/,Carrossel do Instagram,8443,6209,93,6,172,126,11,2023-03-11,05:03:00
https://www.instagram.com/p/CpqNqDRN3aQ/,Carrossel do Instagram,30940,25159,278,12,1858,21,222,2023-03-11,11:03:00
https://www.instagram.com/p/Cpsrl7NIpTO/,Carrossel do Instagram,21800,16631,739,10,1898,1,292,2023-03-12,11:03:00
https://www.instagram.com/p/Cpv08SeOKPa/,Carrossel do Instagram,12133,10360,300,22,1054,10,134,2023-03-13,16:03:00
https://www.instagram.com/p/CpxglUlPaWP/,Carrossel do Instagram,18232,15599,137,5,812,15,95,2023-03-14,08:03:00
https://www.instagram.com/p/Cp0rJACIJID/,Carrossel do Instagram,22372,18836,343,19,1845,138,237,2023-03-15,13:03:00
https://www.instagram.com/p/Cp1DK-ot77k/,Carrossel do Instagram,4575,3732,6,1,95,2,13,2023-03-15,17:03:00
https://www.instagram.com/p/Cp2_4lRuZcs/,Carrossel do Instagram,5797,4734,19,8,103,17,12,2023-03-16,11:03:00
https://www.instagram.com/reel/Cp3TZyRD6tM/,Vídeo do Instagram,52728,46191,731,11,3201,43,1943,2023-03-16,14:03:00
https://www.instagram.com/p/Cp42d25O9a9/,Carrossel do Instagram,4284,3471,5,1,84,5,0,2023-03-17,04:03:00
https://www.instagram.com/p/Cp5K9k7uCEd/,Imagem do Instagram,19583,17937,30,1,724,738,13,2023-03-17,07:03:00
https://www.instagram.com/p/Cp5f-gfOhjw/,Carrossel do Instagram,3519,2815,8,1,55,2,2,2023-03-17,10:03:00
https://www.instagram.com/p/Cp5yNPrOipH/,Carrossel do Instagram,4247,3510,13,1,56,1,9,2023-03-17,13:03:00
https://www.instagram.com/p/Cp6EZHMuVn6/,Carrossel do Instagram,7798,6346,12,0,170,3,22,2023-03-17,15:03:00
https://www.instagram.com/p/Cp7buZzJsm8/,Carrossel do Instagram,5775,4514,10,1,99,2,9,2023-03-18,04:03:00
https://www.instagram.com/p/Cp-tJx7PWAm/,Carrossel do Instagram,24711,19418,548,7,1756,3,191,2023-03-19,11:03:00
https://www.instagram.com/p/CqEEH-bu8fJ/,Carrossel do Instagram,8812,7338,16,10,417,19,10,2023-03-21,12:03:00
https://www.instagram.com/reel/CqETJ5ZDBzf/,Vídeo do Instagram,41839,38989,459,17,2161,17,1355,2023-03-21,15:03:00
https://www.instagram.com/p/CqGpRJQufVC/,Imagem do Instagram,11418,10455,67,0,676,3,60,2023-03-22,13:03:00
https://www.instagram.com/p/CqHGFPquKId/,Carrossel do Instagram,4336,3515,7,2,102,4,5,2023-03-22,17:03:00
https://www.instagram.com/p/CqLSMuBoHIm/,Imagem do Instagram,13506,12599,60,0,820,4,103,2023-03-24,08:03:00
https://www.instagram.com/p/CqNwLAireeZ/,Carrossel do Instagram,14170,11451,26,0,272,41,40,2023-03-25,07:03:00
https://www.instagram.com/p/CqQuubavUNa/,Carrossel do Instagram,27097,21315,965,17,2463,2,282,2023-03-26,11:03:00
https://www.instagram.com/p/CqTycLku82W/,Carrossel do Instagram,32347,27403,206,14,1674,23,299,2023-03-27,15:03:00
https://www.instagram.com/p/CqWFz0IO-Wv/,Carrossel do Instagram,22663,17777,171,8,1289,5,205,2023-03-28,12:03:00
https://www.instagram.com/reel/CqYCkcrjara/,Vídeo do Instagram,5881,5273,23,2,165,9,3,2023-03-29,07:03:00
https://www.instagram.com/p/CqYq1PNvPUR/,Imagem do Instagram,19543,18265,585,31,1995,36,276,2023-03-29,13:03:00
https://www.instagram.com/p/CqatTNBhoTL/,Carrossel do Instagram,41547,33361,379,7,1603,30,989,2023-03-30,08:03:00
https://www.instagram.com/p/CqdxHfROYDi/,Carrossel do Instagram,28281,22434,373,18,1626,46,288,2023-03-31,12:03:00
https://www.instagram.com/p/Cqd7SLmPWc7/,Imagem do Instagram,10503,9541,40,0,502,1,71,2023-03-31,14:03:00
https://www.instagram.com/p/Cm4AeskoCQR/,Carrossel do Instagram,15778,13104,29,4,497,0,45,2023-01-01,06:01:00
