link_permanente,tipo_de_publicação,impressões,alcance,compartilhamentos,seguimentos,curtidas,comentários,salvamentos,data,horario
https://www.instagram.com/p/ChNllkWsMyo/,Imagem do Instagram,13614,12049,80,6,621,2,57,2022-08-13,13:08:00
https://www.instagram.com/p/ChPmfzmM-eB/,Carrossel do Instagram,29407,22502,275,93,2007,6,847,2022-08-14,07:08:00
https://www.instagram.com/p/ChSHe-Whu8v/,Carrossel do Instagram,7435,5814,18,0,156,6,41,2022-08-15,07:08:00
https://www.instagram.com/p/ChUrgbDM7Aq/,Carrossel do Instagram,9010,6898,37,8,268,4,29,2022-08-16,07:08:00
https://www.instagram.com/p/ChVu8IDubWt/,Carrossel do Instagram,18610,14820,47,4,433,2,133,2022-08-16,16:08:00
https://www.instagram.com/p/ChXXGv4szQa/,Carrossel do Instagram,17698,14388,121,18,679,5,183,2022-08-17,08:08:00
https://www.instagram.com/p/ChalKb9rj_i/,Imagem do Instagram,50745,45750,1753,39,2150,36,604,2022-08-18,14:08:00
https://www.instagram.com/p/ChayxaID6qf/,Carrossel do Instagram,14536,10797,29,4,410,1,81,2022-08-18,16:08:00
https://www.instagram.com/p/ChcEmfrNpAZ/,Carrossel do Instagram,32397,24355,694,10,1442,7,199,2022-08-19,04:08:00
https://www.instagram.com/reel/ChdC6Xyj_GX/,Vídeo do Instagram,10026,8701,20,5,247,4,25,2022-08-19,13:08:00
https://www.instagram.com/p/Che3Ggrv4Hp/,Carrossel do Instagram,12775,9886,43,8,501,3,71,2022-08-20,06:08:00
https://www.instagram.com/p/ChhkcoRrx2H/,Carrossel do Instagram,11931,9229,41,0,484,1,53,2022-08-21,07:08:00
https://www.instagram.com/p/ChiXjrShmuK/,Carrossel do Instagram,43399,33436,1819,50,4025,7,395,2022-08-21,14:08:00
https://www.instagram.com/p/Chk100Uo0yw/,Carrossel do Instagram,6814,5333,8,2,164,2,12,2022-08-22,13:08:00
https://www.instagram.com/p/ChntR9HIHoV/,Carrossel do Instagram,34476,26564,433,24,1596,9,462,2022-08-23,16:08:00
https://www.instagram.com/p/Chp6YaRPMZ4/,Carrossel do Instagram,57635,41166,1946,154,3815,123,436,2022-08-24,13:08:00
https://www.instagram.com/p/Chr25D7pXbn/,Carrossel do Instagram,19361,12975,623,73,1330,4,240,2022-08-25,07:08:00
https://www.instagram.com/p/Chs0AVpvzE1/,Carrossel do Instagram,10539,6629,6,0,230,1,18,2022-08-25,16:08:00
https://www.instagram.com/reel/ChvY7X0DDKT/,Vídeo do Instagram,14454,7622,61,0,240,4,12,2022-08-26,16:08:00
https://www.instagram.com/p/ChzmSTwstv5/,Carrossel do Instagram,39998,18506,173,10,868,29,86,2022-08-28,07:08:00
https://www.instagram.com/p/Ch0j3rFLUV8/,Carrossel do Instagram,97785,39720,5214,173,4963,13,705,2022-08-28,16:08:00
https://www.instagram.com/p/Ch2XiPUt4NM/,Carrossel do Instagram,11738,6375,52,0,223,1,60,2022-08-29,09:08:00
https://www.instagram.com/p/Ch5bG0apCgb/,Carrossel do Instagram,5695,4664,18,4,127,2,9,2022-08-30,13:08:00
https://www.instagram.com/p/Ch7Mkg1M56g/,Carrossel do Instagram,10329,8472,63,2,520,4,73,2022-08-31,06:08:00
https://www.instagram.com/p/Ch94taHhXx5/,Imagem do Instagram,9732,8933,83,8,613,3,58,2022-09-01,07:09:00
https://www.instagram.com/p/Ch-1TV-NSE0/,Carrossel do Instagram,16289,13540,42,2,209,14,15,2022-09-01,16:09:00
https://www.instagram.com/p/CiC6nmOvP6q/,Carrossel do Instagram,66918,50788,1804,74,3380,40,1099,2022-09-03,06:09:00
https://www.instagram.com/p/CiFoDAGtJmg/,Carrossel do Instagram,13581,11722,126,20,701,4,80,2022-09-04,07:09:00
https://www.instagram.com/p/CiGbUEuKyJb/,Carrossel do Instagram,45767,35357,2558,58,4290,21,436,2022-09-04,14:09:00
https://www.instagram.com/p/CiJAZ4LMhTe/,Carrossel do Instagram,26202,21442,225,14,946,2,115,2022-09-05,14:09:00
https://www.instagram.com/p/CiJAhz8pxWD/,Carrossel do Instagram,16369,13237,193,16,715,7,58,2022-09-05,14:09:00
https://www.instagram.com/p/CiKjJLOO30r/,Carrossel do Instagram,49750,39146,2156,53,2870,30,320,2022-09-06,05:09:00
https://www.instagram.com/p/CiLZ_FYOKcY/,Imagem do Instagram,7025,6437,7,6,106,1,4,2022-09-06,13:09:00
https://www.instagram.com/p/CiLaOnrOSyJ/,Imagem do Instagram,5271,4946,6,6,83,3,4,2022-09-06,13:09:00
https://www.instagram.com/p/CiNlcacPD6U/,Carrossel do Instagram,8477,7018,4,0,97,0,7,2022-09-07,09:09:00
https://www.instagram.com/p/CiQ5MOVP4Ic/,Carrossel do Instagram,20632,17651,33,6,440,32,35,2022-09-08,16:09:00
https://www.instagram.com/p/CiTHFHVIZlx/,Carrossel do Instagram,40154,31421,488,26,1843,22,547,2022-09-09,13:09:00
https://www.instagram.com/p/CiXsFg6uvB9/,Carrossel do Instagram,23930,19934,56,8,970,10,125,2022-09-11,07:09:00
https://www.instagram.com/p/CiYdjmhv8Xm/,Carrossel do Instagram,31935,25676,721,28,2181,4,223,2022-09-11,14:09:00
https://www.instagram.com/p/Cia84NprGXS/,Carrossel do Instagram,11514,9525,36,0,287,2,28,2022-09-12,14:09:00
https://www.instagram.com/p/CidldhRPMrc/,Carrossel do Instagram,22659,18560,241,16,593,17,203,2022-09-13,14:09:00
https://www.instagram.com/p/CigMyb-PqQx/,Carrossel do Instagram,65004,49963,1777,138,4081,98,442,2022-09-14,15:09:00
https://www.instagram.com/p/Cih0zqRvDlN/,Carrossel do Instagram,59320,44675,1159,164,2955,28,2501,2022-09-15,06:09:00
https://www.instagram.com/p/CikiIM2LXPg/,Carrossel do Instagram,18959,14776,81,4,648,10,95,2022-09-16,07:09:00
https://www.instagram.com/p/Cild6e_M8M5/,Carrossel do Instagram,25237,20368,37,16,715,6,225,2022-09-16,16:09:00
https://www.instagram.com/reel/CinP4vtjyYQ/,Vídeo do Instagram,8243,7311,10,3,164,10,4,2022-09-17,08:09:00
https://www.instagram.com/p/CiqfJOyNBq_/,Carrossel do Instagram,37225,28968,1399,81,3110,4,345,2022-09-18,14:09:00
https://www.instagram.com/p/Cis-DHJOxUg/,Carrossel do Instagram,11016,8903,59,4,361,1,65,2022-09-19,14:09:00
https://www.instagram.com/p/CivmO7tv_sc/,Carrossel do Instagram,12655,10206,74,6,506,3,53,2022-09-20,14:09:00
https://www.instagram.com/p/CiyKEnDopyv/,Carrossel do Instagram,14737,11998,196,22,611,5,226,2022-09-21,14:09:00
https://www.instagram.com/p/Ci0sQgqtdI8/,Carrossel do Instagram,12571,9926,3,4,228,8,19,2022-09-22,14:09:00
https://www.instagram.com/p/Ci-5kKrueYj/,Carrossel do Instagram,66188,56137,824,136,4134,59,578,2022-09-26,13:09:00
https://www.instagram.com/p/CjBl-TxOmnt/,Carrossel do Instagram,23371,18788,157,22,899,13,207,2022-09-27,14:09:00
https://www.instagram.com/p/CjEJYlYuxYL/,Carrossel do Instagram,17731,14290,71,12,622,9,187,2022-09-28,14:09:00
https://www.instagram.com/p/CfeIPzjLhwE/,Carrossel do Instagram,13171,9214,149,6,437,6,23,2022-07-01,06:07:00
https://www.instagram.com/p/Cjjfe1crkOQ/,Carrossel do Instagram,7725,6279,65,8,199,2,22,2022-10-10,18:10:00
https://www.instagram.com/p/CjlFM7NugbY/,Carrossel do Instagram,37910,29586,531,26,1537,15,148,2022-10-11,09:10:00
https://www.instagram.com/reel/Cjl2wUwjOyj/,Vídeo do Instagram,40519,36965,63,2,1213,22,50,2022-10-11,16:10:00
https://www.instagram.com/p/CjniFOCOIFJ/,Imagem do Instagram,12225,11372,54,0,301,2,30,2022-10-12,07:10:00
https://www.instagram.com/p/Cjqz0CQOMz8/,Carrossel do Instagram,16365,13160,144,12,730,17,71,2022-10-13,14:10:00
https://www.instagram.com/reel/CjsxuFQj698/,Vídeo do Instagram,13214,11991,27,6,362,4,31,2022-10-14,08:10:00
https://www.instagram.com/p/CjtiSqRuSyp/,Carrossel do Instagram,38496,31788,257,46,1709,1,345,2022-10-14,15:10:00
https://www.instagram.com/p/CjvINhqOmsW/,Carrossel do Instagram,34579,27543,228,14,1582,13,223,2022-10-15,06:10:00
https://www.instagram.com/p/CjyS9_qu-l5/,Carrossel do Instagram,47650,36638,1726,57,3947,14,375,2022-10-16,12:10:00
https://www.instagram.com/reel/Cj0fWmXD5TG/,Vídeo do Instagram,31881,28050,214,24,1905,13,379,2022-10-17,08:10:00
https://www.instagram.com/reel/Cj3P4qzjvjg/,Vídeo do Instagram,6403,5808,10,2,99,4,19,2022-10-18,10:10:00
https://www.instagram.com/p/Cj5z5lGuXTd/,Carrossel do Instagram,17074,14040,69,16,827,5,56,2022-10-19,10:10:00
https://www.instagram.com/p/Cj6Pm_FO6Me/,Carrossel do Instagram,7217,5683,3,2,123,0,19,2022-10-19,14:10:00
https://www.instagram.com/p/Cj8MdmEuLxo/,Imagem do Instagram,12561,11297,13,4,238,5,45,2022-10-20,08:10:00
https://www.instagram.com/p/Cj80InFuqm8/,Carrossel do Instagram,37521,30200,360,58,1992,19,546,2022-10-20,14:10:00
https://www.instagram.com/p/Cj_YdqBuGQm/,Carrossel do Instagram,28610,23208,204,6,1205,7,140,2022-10-21,14:10:00
https://www.instagram.com/p/CkBBxJJu45k/,Carrossel do Instagram,50497,39754,1445,92,3720,37,684,2022-10-22,05:10:00
https://www.instagram.com/p/CkEuepyuqhR/,Carrossel do Instagram,48047,35859,1822,148,4768,16,635,2022-10-23,15:10:00
https://www.instagram.com/p/CkHA55whNMe/,Carrossel do Instagram,6543,4754,4,2,74,2,11,2022-10-24,13:10:00
https://www.instagram.com/reel/CkJDVlaj_my/,Vídeo do Instagram,19590,18111,30,3,503,4,102,2022-10-25,08:10:00
https://www.instagram.com/p/CkJrni3OjHb/,Carrossel do Instagram,15336,12186,51,8,417,4,111,2022-10-25,14:10:00
https://www.instagram.com/p/CkMN0JSOA83/,Carrossel do Instagram,21086,16595,71,0,792,2,84,2022-10-26,13:10:00
https://www.instagram.com/p/CkOH8_OOX6V/,Carrossel do Instagram,17306,13439,115,16,778,7,199,2022-10-27,07:10:00
https://www.instagram.com/p/CkOy75Lsnu_/,Carrossel do Instagram,33948,26783,263,11,1459,3,272,2022-10-27,13:10:00
https://www.instagram.com/p/CkRSAJotd1J/,Carrossel do Instagram,22619,18534,104,0,889,2,95,2022-10-28,13:10:00
https://www.instagram.com/p/CkTAZxyOyE4/,Carrossel do Instagram,47265,36377,823,28,2344,56,193,2022-10-29,05:10:00
https://www.instagram.com/p/CkWVjhDOI06/,Carrossel do Instagram,10497,8343,12,2,184,1,37,2022-10-30,12:10:00
https://www.instagram.com/p/CkWr2xCu5ni/,Carrossel do Instagram,39398,31532,776,6,4105,39,88,2022-10-30,15:10:00
https://www.instagram.com/p/CkYahfdu6CW/,Carrossel do Instagram,30640,24214,354,53,1301,13,355,2022-10-31,07:10:00
https://www.instagram.com/p/CkbAfUpumD_/,Carrossel do Instagram,9422,7592,6,2,122,2,25,2022-11-01,07:11:00
https://www.instagram.com/reel/Ckbw6skjkAz/,Vídeo do Instagram,13528,12691,1,4,252,7,10,2022-11-01,14:11:00
https://www.instagram.com/p/CkdiEENO3K6/,Carrossel do Instagram,26841,21088,44,4,541,124,285,2022-11-02,07:11:00
https://www.instagram.com/p/CkgJDFUuxkL/,Carrossel do Instagram,34395,26820,420,42,1985,21,478,2022-11-03,07:11:00
https://www.instagram.com/p/CkivUmYD6xS/,Carrossel do Instagram,12927,10574,14,2,307,1,62,2022-11-04,07:11:00
https://www.instagram.com/p/CkjYZ50Ovlq/,Carrossel do Instagram,23033,19349,97,1,788,1,112,2022-11-04,13:11:00
https://www.instagram.com/p/Cklyjl9O469/,Carrossel do Instagram,53012,40725,669,70,2921,34,190,2022-11-05,12:11:00
https://www.instagram.com/p/CknqEVCOvp8/,Carrossel do Instagram,57619,45479,578,48,3827,26,742,2022-11-06,04:11:00
https://www.instagram.com/p/CkoZ08YOidF/,Carrossel do Instagram,50100,37549,1991,60,4895,13,449,2022-11-06,11:11:00
https://www.instagram.com/p/Cko7P8_ue5X/,Carrossel do Instagram,33455,26601,165,55,1838,8,686,2022-11-06,16:11:00
https://www.instagram.com/p/CkqgxQGO9kS/,Carrossel do Instagram,13106,10576,13,6,712,21,25,2022-11-07,07:11:00
https://www.instagram.com/p/CkrQZJVOw0y/,Carrossel do Instagram,6352,5338,15,0,121,0,24,2022-11-07,14:11:00
https://www.instagram.com/p/CktDxvTuGrk/,Carrossel do Instagram,67371,52409,2529,83,2672,398,335,2022-11-08,06:11:00
https://www.instagram.com/p/CktsAkduomM/,Carrossel do Instagram,35176,27778,259,23,1402,10,202,2022-11-08,12:11:00
https://www.instagram.com/p/Ckt4VLMuWy-/,Carrossel do Instagram,14757,12225,190,29,798,1,79,2022-11-08,14:11:00
https://www.instagram.com/reel/Ckvpl8_jzRf/,Vídeo do Instagram,14023,12479,105,4,687,61,65,2022-11-09,07:11:00
https://www.instagram.com/p/CkwMsJ_OF-O/,Carrossel do Instagram,15343,11637,95,17,959,2,190,2022-11-09,12:11:00
https://www.instagram.com/p/CkyKlAnrVPk/,Imagem do Instagram,36707,34491,308,18,1295,78,99,2022-11-10,06:11:00
https://www.instagram.com/p/CkyjcRtOPr2/,Carrossel do Instagram,5957,4597,7,4,84,3,9,2022-11-10,10:11:00
https://www.instagram.com/reel/CkzHCcrDnYK/,Vídeo do Instagram,10743,9878,52,3,394,4,32,2022-11-10,15:11:00
https://www.instagram.com/p/Ck0yOhwuEiv/,Carrossel do Instagram,6843,5457,27,2,96,3,15,2022-11-11,06:11:00
https://www.instagram.com/p/Ck1cAYouAN6/,Carrossel do Instagram,24904,18919,58,36,469,0,62,2022-11-11,13:11:00
https://www.instagram.com/p/Ck3GbrorkIQ/,Carrossel do Instagram,48494,38907,1967,125,4668,79,299,2022-11-12,04:11:00
https://www.instagram.com/p/Ck3zFStuiEq/,Carrossel do Instagram,29509,22583,133,4,1479,8,92,2022-11-12,11:11:00
https://www.instagram.com/p/Ck8do8lOl6Q/,Carrossel do Instagram,15204,12070,15,4,572,13,27,2022-11-14,06:11:00
https://www.instagram.com/p/Ck_tRonO6Rf/,Carrossel do Instagram,40979,31560,1030,19,3200,11,387,2022-11-15,12:11:00
https://www.instagram.com/p/ClABmMxukjH/,Carrossel do Instagram,11058,8959,64,2,311,2,19,2022-11-15,15:11:00
https://www.instagram.com/p/ClCMy3fud80/,Carrossel do Instagram,16504,13835,37,8,677,3,208,2022-11-16,11:11:00
https://www.instagram.com/p/ClE_jfsOmbp/,Carrossel do Instagram,14567,12135,22,2,513,7,24,2022-11-17,13:11:00
https://www.instagram.com/p/ClHdkTApNnV/,Carrossel do Instagram,39602,33183,262,21,1420,4,211,2022-11-18,13:11:00
https://www.instagram.com/p/ClJLcXSLdis/,Carrossel do Instagram,8617,7020,19,1,275,0,33,2022-11-19,05:11:00
https://www.instagram.com/p/ClKCXQ-rtxr/,Imagem do Instagram,16132,14229,145,6,721,1,153,2022-11-19,13:11:00
https://www.instagram.com/p/ClLyX_QOKXT/,Carrossel do Instagram,15689,12829,88,14,827,12,199,2022-11-20,05:11:00
https://www.instagram.com/p/ClMslFbA-Kq/,Carrossel do Instagram,43024,32324,688,3,3299,74,112,2022-11-20,13:11:00
https://www.instagram.com/p/ClOiogRO5Ht/,Carrossel do Instagram,17689,14209,105,17,905,9,216,2022-11-21,06:11:00
https://www.instagram.com/p/ClPjPR3OVZE/,Carrossel do Instagram,36518,29730,444,31,2404,12,458,2022-11-21,16:11:00
https://www.instagram.com/p/ClRGwgSu0x7/,Carrossel do Instagram,29687,23543,354,47,1844,14,404,2022-11-22,06:11:00
https://www.instagram.com/p/ClRuFOOSmkx/,Carrossel do Instagram,7497,5997,12,2,99,7,15,2022-11-22,12:11:00
https://www.instagram.com/p/ClTo6JcLZlT/,Carrossel do Instagram,30582,23189,382,4,779,22,244,2022-11-23,06:11:00
https://www.instagram.com/reel/ClUmd_Mj1DD/,Vídeo do Instagram,5352,4848,5,2,95,1,28,2022-11-23,15:11:00
https://www.instagram.com/p/ClWAjFouuL3/,Carrossel do Instagram,9631,7476,12,8,216,4,64,2022-11-24,04:11:00
https://www.instagram.com/p/ClWq4uiOxpx/,Carrossel do Instagram,28209,19955,472,7,1957,10,90,2022-11-24,10:11:00
https://www.instagram.com/reel/ClZQp_ND7AV/,Vídeo do Instagram,9072,8561,11,1,164,0,27,2022-11-25,10:11:00
https://www.instagram.com/p/ClbGIsUIV3J/,Carrossel do Instagram,8836,7276,14,0,236,7,39,2022-11-26,04:11:00
https://www.instagram.com/p/ClbvVD1jW9x/,Carrossel do Instagram,22213,16156,40,0,688,28,43,2022-11-26,10:11:00
https://www.instagram.com/p/Cld4pzMJWhM/,Carrossel do Instagram,21035,16953,89,4,602,5,164,2022-11-27,06:11:00
https://www.instagram.com/p/CleiKCAOTB7/,Carrossel do Instagram,57143,42584,2875,50,4977,29,474,2022-11-27,12:11:00
https://www.instagram.com/p/Clgg4tqL-Zr/,Carrossel do Instagram,45828,35601,306,6,2158,42,652,2022-11-28,06:11:00
https://www.instagram.com/p/ClhMTTGSaen/,Carrossel do Instagram,6130,5301,13,4,93,10,6,2022-11-28,12:11:00
https://www.instagram.com/reel/ClhdiETDIN2/,Vídeo do Instagram,6086,5702,9,2,113,0,17,2022-11-28,15:11:00
https://www.instagram.com/p/CljFrTSrJlC/,Carrossel do Instagram,10376,8413,30,0,275,1,65,2022-11-29,06:11:00
https://www.instagram.com/p/Clj5ygpON3f/,Imagem do Instagram,4608,4180,0,1,34,0,4,2022-11-29,14:11:00
https://www.instagram.com/p/CllqePRMe97/,Carrossel do Instagram,13102,10298,108,5,610,0,169,2022-11-30,06:11:00
https://www.instagram.com/p/ClmQPDwLIGC/,Imagem do Instagram,14149,12935,36,4,500,3,66,2022-11-30,12:11:00
https://www.instagram.com/p/CloPRBKs8-o/,Carrossel do Instagram,23150,19946,187,7,1299,8,186,2022-12-01,06:12:00
https://www.instagram.com/p/Clo_mVtOfc2/,Carrossel do Instagram,24728,18331,509,19,1690,8,171,2022-12-01,13:12:00
https://www.instagram.com/p/Clq0j8nu2Wx/,Carrossel do Instagram,18071,14731,51,0,421,11,19,2022-12-02,06:12:00
https://www.instagram.com/p/CltH-zWutgz/,Carrossel do Instagram,5226,4267,14,0,49,0,15,2022-12-03,04:12:00
https://www.instagram.com/p/Cltw4-2Mxbo/,Carrossel do Instagram,26503,19866,82,1,971,20,40,2022-12-03,10:12:00
https://www.instagram.com/p/ClyqxYvuVl-/,Carrossel do Instagram,23637,18280,246,10,1404,18,323,2022-12-05,07:12:00
https://www.instagram.com/p/ClzPyaIuqid/,Carrossel do Instagram,44424,32684,2607,46,4110,12,432,2022-12-05,13:12:00
https://www.instagram.com/p/Cl1JKQYOVu6/,Carrossel do Instagram,44712,30542,317,34,1326,19,241,2022-12-06,06:12:00
https://www.instagram.com/p/Cl1SfOvs9Rm/,Carrossel do Instagram,22146,17198,207,13,920,3,115,2022-12-06,08:12:00
https://www.instagram.com/reel/Cl2G3-AjaWs/,Vídeo do Instagram,7893,7256,78,3,166,4,18,2022-12-06,15:12:00
https://www.instagram.com/p/Cl3yDcDurP_/,Carrossel do Instagram,19169,15409,45,2,837,5,129,2022-12-07,07:12:00
https://www.instagram.com/p/Cl4gl_2uzPF/,Carrossel do Instagram,33414,27024,300,7,2085,30,128,2022-12-07,14:12:00
https://www.instagram.com/p/Cl6EVfQOTAh/,Carrossel do Instagram,25117,20118,969,34,2263,9,207,2022-12-08,04:12:00
https://www.instagram.com/p/Cl6UUdluepr/,Carrossel do Instagram,21857,16745,134,6,1379,15,69,2022-12-08,07:12:00
https://www.instagram.com/p/Cl66CNRLkDg/,Carrossel do Instagram,12853,10464,35,1,430,2,94,2022-12-08,12:12:00
https://www.instagram.com/p/Cl8kdfEMa5y/,Carrossel do Instagram,10662,8181,34,2,285,3,93,2022-12-09,04:12:00
https://www.instagram.com/p/Cl9bZLBL58o/,Imagem do Instagram,22585,20775,116,4,725,3,161,2022-12-09,12:12:00
https://www.instagram.com/p/Cl_Rg4vsVgR/,Carrossel do Instagram,8499,7022,12,2,189,0,47,2022-12-10,05:12:00
https://www.instagram.com/p/CmB4W4LqqIr/,Carrossel do Instagram,11403,9663,23,5,387,1,51,2022-12-11,05:12:00
https://www.instagram.com/p/CmCjRLWPqsc/,Carrossel do Instagram,34080,25660,655,12,2432,3,280,2022-12-11,11:12:00
https://www.instagram.com/p/CmEjcKeO9eL/,Carrossel do Instagram,10136,8007,46,7,356,3,100,2022-12-12,06:12:00
https://www.instagram.com/p/CmFJyVVLcMR/,Carrossel do Instagram,20586,15693,67,4,1074,5,124,2022-12-12,12:12:00
https://www.instagram.com/p/CmHKjQ4gQaN/,Carrossel do Instagram,10095,8012,20,1,270,0,57,2022-12-13,06:12:00
https://www.instagram.com/p/CmHuuDRuieX/,Carrossel do Instagram,17351,14370,62,2,605,5,80,2022-12-13,12:12:00
https://www.instagram.com/p/CmJrBIRMJfW/,Imagem do Instagram,30403,28419,283,0,560,24,99,2022-12-14,06:12:00
https://www.instagram.com/p/CmM4KxjLM4u/,Carrossel do Instagram,45684,36784,591,35,3407,16,1212,2022-12-15,12:12:00
https://www.instagram.com/p/CmOzxMJL9YJ/,Carrossel do Instagram,17970,14286,157,7,781,2,252,2022-12-16,06:12:00
https://www.instagram.com/p/CmPc9dJNN88/,Imagem do Instagram,23851,22088,161,5,835,4,132,2022-12-16,12:12:00
https://www.instagram.com/p/CmRiIy-uSwu/,Carrossel do Instagram,13514,10603,37,5,531,0,90,2022-12-17,07:12:00
https://www.instagram.com/p/CmUFHH4uraw/,Carrossel do Instagram,5261,4291,6,2,34,0,3,2022-12-18,07:12:00
https://www.instagram.com/p/CmUkZe6uUxp/,Carrossel do Instagram,39010,33092,826,9,3649,2,187,2022-12-18,11:12:00
https://www.instagram.com/p/CmXLVs7sI_i/,Carrossel do Instagram,17715,14184,80,13,649,1,171,2022-12-19,12:12:00
https://www.instagram.com/p/CmZKXjHMmbJ/,Carrossel do Instagram,9018,7494,11,3,191,1,27,2022-12-20,06:12:00
https://www.instagram.com/reel/CmcVFzCqI9m/,Vídeo do Instagram,10128,9261,32,1,226,3,39,2022-12-21,12:12:00
https://www.instagram.com/reel/CmfM8M9Kz05/,Vídeo do Instagram,68110,63949,1031,253,3865,28,1497,2022-12-22,14:12:00
https://www.instagram.com/p/CmhehKfMgjp/,Carrossel do Instagram,25243,20164,471,6,926,0,111,2022-12-23,12:12:00
https://www.instagram.com/p/CmjaHyIszmo/,Carrossel do Instagram,31547,24134,338,2,1136,22,91,2022-12-24,06:12:00
https://www.instagram.com/p/Cmj8cgvsYXx/,Carrossel do Instagram,10426,8204,44,2,526,1,26,2022-12-24,11:12:00
https://www.instagram.com/p/CmmaYcNM73e/,Carrossel do Instagram,34422,26903,1238,12,2374,4,172,2022-12-25,10:12:00
https://www.instagram.com/p/CmonI7Gs4E-/,Carrossel do Instagram,53527,38982,781,18,1471,140,197,2022-12-26,06:12:00
https://www.instagram.com/reel/Cmrwe7lK2u_/,Vídeo do Instagram,38956,36561,75,3,1055,13,156,2022-12-27,11:12:00
https://www.instagram.com/p/CmugVkOO4uZ/,Carrossel do Instagram,8012,6639,26,2,143,5,22,2022-12-28,13:12:00
https://www.instagram.com/p/CmzSWi4sjAB/,Carrossel do Instagram,30064,24068,115,4,1231,43,298,2022-12-30,10:12:00
https://www.instagram.com/p/Cm1U058s4OV/,Carrossel do Instagram,18769,15483,238,1,747,1,59,2022-12-31,05:12:00
https://www.instagram.com/p/CjgaSc4uSrE/,Carrossel do Instagram,72948,57917,3030,379,6240,26,825,2022-10-09,13:10:00
https://www.instagram.com/p/CjOoyias3nZ/,Carrossel do Instagram,29871,24066,315,8,1114,2,104,2022-10-02,15:10:00
https://www.instagram.com/reel/CjRbG_QDqXg/,Vídeo do Instagram,8161,7086,10,1,53,5,5,2022-10-03,17:10:00
https://www.instagram.com/p/CjV8TOWgLSU/,Carrossel do Instagram,47647,36291,337,176,1527,15,262,2022-10-05,11:10:00
https://www.instagram.com/p/CjV_Y7FBxU7/,Carrossel do Instagram,23319,17971,233,77,898,5,140,2022-10-05,12:10:00
https://www.instagram.com/p/CjXwUOnOyXo/,Carrossel do Instagram,14161,12227,82,2,591,2,88,2022-10-06,04:10:00
https://www.instagram.com/p/CjY1luQoLRE/,Carrossel do Instagram,16075,13513,62,4,332,4,24,2022-10-06,14:10:00
https://www.instagram.com/p/CjbaC1sO-G3/,Carrossel do Instagram,35496,27312,461,27,1887,3,255,2022-10-07,14:10:00
https://www.instagram.com/p/CjdJ2KIuaEn/,Carrossel do Instagram,32898,24499,325,4,975,61,73,2022-10-08,07:10:00
https://www.instagram.com/p/CjN5EoMOOXr/,Carrossel do Instagram,43391,32692,1200,38,3398,7,384,2022-10-02,08:10:00
https://www.instagram.com/p/Cm4b8R2MFn_/,Carrossel do Instagram,26687,20983,497,9,1692,1,118,2023-01-01,10:01:00
https://www.instagram.com/p/Cm6lRXjs1Iv/,Carrossel do Instagram,103140,87576,1225,688,3992,26,2087,2023-01-02,06:01:00
https://www.instagram.com/p/Cm6l2ALsME3/,Carrossel do Instagram,47611,40718,678,276,1760,3,960,2023-01-02,06:01:00
https://www.instagram.com/p/Cm9sZbtsjku/,Imagem do Instagram,28924,26681,197,3,567,81,35,2023-01-03,11:01:00
https://www.instagram.com/p/Cm_hI0wsNxI/,Carrossel do Instagram,35610,30515,309,115,1116,2,298,2023-01-04,04:01:00
https://www.instagram.com/p/Cm_hs6Qs2XJ/,Carrossel do Instagram,31434,27319,342,136,1081,1,371,2023-01-04,04:01:00
https://www.instagram.com/reel/CnCVnJkqTDp/,Vídeo do Instagram,38103,36249,803,3,2403,14,159,2023-01-05,06:01:00
https://www.instagram.com/reel/CnDIXCSqDiR/,Vídeo do Instagram,25573,23649,186,2,975,8,125,2023-01-05,13:01:00
https://www.instagram.com/p/CnFhp3PoqD0/,Carrossel do Instagram,22512,18035,210,9,1291,17,142,2023-01-06,12:01:00
https://www.instagram.com/p/CnG0DbIsMvW/,Carrossel do Instagram,15070,12921,92,21,432,3,149,2023-01-07,00:01:00
https://www.instagram.com/p/CnHdPt3vIh6/,Carrossel do Instagram,41848,33552,1052,17,2319,16,223,2023-01-07,06:01:00
https://www.instagram.com/p/CnKdgiPN7yF/,Carrossel do Instagram,27218,21030,832,20,2364,6,230,2023-01-08,10:01:00
https://www.instagram.com/p/CnMm1g7vLy9/,Carrossel do Instagram,18332,15023,72,10,611,5,91,2023-01-09,06:01:00
https://www.instagram.com/p/CnPL_c4Ov08/,Carrossel do Instagram,12885,10803,76,6,799,6,101,2023-01-10,06:01:00
https://www.instagram.com/reel/CnSa6A3qxIt/,Vídeo do Instagram,13438,12413,29,4,481,4,63,2023-01-11,12:01:00
https://www.instagram.com/p/CnUVOFwMX-s/,Imagem do Instagram,6922,6357,89,22,434,4,66,2023-01-12,06:01:00
https://www.instagram.com/p/CnW6BYHPOPC/,Imagem do Instagram,28644,27474,241,5,1404,6,261,2023-01-13,06:01:00
https://www.instagram.com/p/CnXtrgTuc-r/,Imagem do Instagram,58152,56367,1199,19,4037,22,81,2023-01-13,13:01:00
https://www.instagram.com/p/CnZe0IIrvKb/,Carrossel do Instagram,24216,18996,237,5,1246,13,117,2023-01-14,06:01:00
https://www.instagram.com/p/CncfEyxt_4i/,Carrossel do Instagram,42004,31348,1745,25,3874,11,282,2023-01-15,10:01:00
